Time,CPU,%user,%nice,%system,%iowait,%steal,%idle
2020-06-27 06:14:45,0,1.03,0.00,0.00,0.00,0.00,98.97
2020-06-27 06:14:45,1,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:14:45,2,1.01,0.00,1.01,0.00,0.00,97.98
2020-06-27 06:14:45,3,2.00,0.00,1.00,0.00,0.00,97.00
2020-06-27 06:14:45,4,1.01,0.00,6.06,0.00,0.00,92.93
2020-06-27 06:14:45,5,1.00,0.00,2.00,0.00,0.00,97.00
2020-06-27 06:14:45,6,0.00,0.00,7.37,0.00,0.00,92.63
2020-06-27 06:14:45,7,0.00,0.00,2.04,0.00,0.00,97.96
2020-06-27 06:14:46,0,1.01,0.00,1.01,0.00,0.00,97.98
2020-06-27 06:14:46,1,1.98,0.00,1.98,0.00,0.00,96.04
2020-06-27 06:14:46,2,3.03,0.00,1.01,0.00,0.00,95.96
2020-06-27 06:14:46,3,3.06,0.00,1.02,0.00,0.00,95.92
2020-06-27 06:14:46,4,1.03,0.00,4.12,0.00,0.00,94.85
2020-06-27 06:14:46,5,2.00,0.00,1.00,0.00,0.00,97.00
2020-06-27 06:14:46,6,1.05,0.00,8.42,0.00,0.00,90.53
2020-06-27 06:14:46,7,0.00,0.00,1.03,0.00,0.00,98.97
2020-06-27 06:14:47,0,2.97,0.00,0.99,0.00,0.00,96.04
2020-06-27 06:14:47,1,1.02,0.00,1.02,0.00,0.00,97.96
2020-06-27 06:14:47,2,1.01,0.00,1.01,0.00,0.00,97.98
2020-06-27 06:14:47,3,1.00,0.00,0.00,0.00,0.00,99.00
2020-06-27 06:14:47,4,2.00,0.00,2.00,0.00,0.00,96.00
2020-06-27 06:14:47,5,3.06,0.00,0.00,0.00,0.00,96.94
2020-06-27 06:14:47,6,1.05,0.00,8.42,0.00,0.00,90.53
2020-06-27 06:14:47,7,1.00,0.00,1.00,0.00,0.00,98.00
2020-06-27 06:14:48,0,1.02,0.00,0.00,1.02,0.00,97.96
2020-06-27 06:14:48,1,2.97,0.00,1.98,0.00,0.00,95.05
2020-06-27 06:14:48,2,1.02,0.00,0.00,0.00,0.00,98.98
2020-06-27 06:14:48,3,2.00,0.00,1.00,0.00,0.00,97.00
2020-06-27 06:14:48,4,1.02,0.00,0.00,0.00,0.00,98.98
2020-06-27 06:14:48,5,2.02,0.00,1.01,0.00,0.00,96.97
2020-06-27 06:14:48,6,0.00,0.00,7.37,0.00,0.00,92.63
2020-06-27 06:14:48,7,1.01,0.00,1.01,0.00,0.00,97.98
2020-06-27 06:14:49,0,2.06,0.00,0.00,0.00,0.00,97.94
2020-06-27 06:14:49,1,1.01,0.00,1.01,0.00,0.00,97.98
2020-06-27 06:14:49,2,1.01,0.00,0.00,0.00,0.00,98.99
2020-06-27 06:14:49,3,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:14:49,4,2.02,0.00,7.07,0.00,0.00,90.91
2020-06-27 06:14:49,5,1.01,0.00,1.01,0.00,0.00,97.98
2020-06-27 06:14:49,6,1.06,0.00,8.51,0.00,0.00,90.43
2020-06-27 06:14:49,7,2.04,0.00,2.04,0.00,0.00,95.92
2020-06-27 06:14:50,0,2.00,0.00,1.00,1.00,0.00,96.00
2020-06-27 06:14:50,1,1.02,0.00,0.00,0.00,0.00,98.98
2020-06-27 06:14:50,2,1.01,0.00,1.01,0.00,0.00,97.98
2020-06-27 06:14:50,3,3.06,0.00,1.02,0.00,0.00,95.92
2020-06-27 06:14:50,4,0.00,0.00,8.25,0.00,0.00,91.75
2020-06-27 06:14:50,5,1.02,0.00,0.00,0.00,0.00,98.98
2020-06-27 06:14:50,6,1.05,0.00,8.42,0.00,0.00,90.53
2020-06-27 06:14:50,7,1.02,0.00,2.04,0.00,0.00,96.94
2020-06-27 06:14:51,0,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:14:51,1,2.02,0.00,2.02,0.00,0.00,95.96
2020-06-27 06:14:51,2,1.02,0.00,1.02,0.00,0.00,97.96
2020-06-27 06:14:51,3,1.00,0.00,2.00,0.00,0.00,97.00
2020-06-27 06:14:51,4,1.01,0.00,6.06,0.00,0.00,92.93
2020-06-27 06:14:51,5,1.01,0.00,1.01,0.00,0.00,97.98
2020-06-27 06:14:51,6,0.00,0.00,8.42,0.00,0.00,91.58
2020-06-27 06:14:51,7,3.09,0.00,2.06,0.00,0.00,94.85
2020-06-27 06:14:52,0,4.08,0.00,1.02,0.00,0.00,94.90
2020-06-27 06:14:52,1,3.03,0.00,2.02,0.00,0.00,94.95
2020-06-27 06:14:52,2,5.10,0.00,1.02,0.00,0.00,93.88
2020-06-27 06:14:52,3,4.04,0.00,1.01,0.00,0.00,94.95
2020-06-27 06:14:52,4,2.02,0.00,7.07,0.00,0.00,90.91
2020-06-27 06:14:52,5,4.08,0.00,1.02,0.00,0.00,94.90
2020-06-27 06:14:52,6,2.15,0.00,8.60,0.00,0.00,89.25
2020-06-27 06:14:52,7,3.09,0.00,2.06,0.00,0.00,94.85
2020-06-27 06:14:53,0,1.02,0.00,0.00,0.00,0.00,98.98
2020-06-27 06:14:53,1,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:14:53,2,1.00,0.00,1.00,0.00,0.00,98.00
2020-06-27 06:14:53,3,0.00,0.00,1.01,0.00,0.00,98.99
2020-06-27 06:14:53,4,2.00,0.00,1.00,0.00,0.00,97.00
2020-06-27 06:14:53,5,2.02,0.00,0.00,0.00,0.00,97.98
2020-06-27 06:14:53,6,0.00,0.00,7.37,0.00,0.00,92.63
2020-06-27 06:14:53,7,12.12,0.00,2.02,1.01,0.00,84.85
2020-06-27 06:14:54,0,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:14:54,1,1.98,0.00,1.98,0.00,0.00,96.04
2020-06-27 06:14:54,2,6.12,0.00,2.04,0.00,0.00,91.84
2020-06-27 06:14:54,3,3.03,0.00,1.01,0.00,0.00,95.96
2020-06-27 06:14:54,4,1.02,0.00,7.14,0.00,0.00,91.84
2020-06-27 06:14:54,5,3.00,0.00,1.00,0.00,0.00,96.00
2020-06-27 06:14:54,6,1.02,0.00,3.06,0.00,0.00,95.92
2020-06-27 06:14:54,7,22.45,0.00,4.08,0.00,0.00,73.47
2020-06-27 06:14:55,0,1.02,0.00,1.02,0.00,0.00,97.96
2020-06-27 06:14:55,1,3.09,0.00,3.09,0.00,0.00,93.81
2020-06-27 06:14:55,2,1.00,0.00,1.00,0.00,0.00,98.00
2020-06-27 06:14:55,3,2.04,0.00,2.04,0.00,0.00,95.92
2020-06-27 06:14:55,4,1.01,0.00,7.07,0.00,0.00,91.92
2020-06-27 06:14:55,5,5.10,0.00,2.04,0.00,0.00,92.86
2020-06-27 06:14:55,6,5.10,0.00,2.04,0.00,0.00,92.86
2020-06-27 06:14:55,7,7.14,0.00,3.06,0.00,0.00,89.80
2020-06-27 06:14:56,0,1.01,0.00,0.00,0.00,0.00,98.99
2020-06-27 06:14:56,1,3.96,0.00,0.99,0.00,0.00,95.05
2020-06-27 06:14:56,2,1.01,0.00,0.00,0.00,0.00,98.99
2020-06-27 06:14:56,3,1.01,0.00,1.01,0.00,0.00,97.98
2020-06-27 06:14:56,4,2.02,0.00,2.02,0.00,0.00,95.96
2020-06-27 06:14:56,5,1.01,0.00,0.00,0.00,0.00,98.99
2020-06-27 06:14:56,6,1.01,0.00,0.00,1.01,0.00,97.98
2020-06-27 06:14:56,7,2.04,0.00,1.02,0.00,0.00,96.94
2020-06-27 06:14:57,0,1.01,0.00,0.00,0.00,0.00,98.99
2020-06-27 06:14:57,1,0.00,0.00,1.01,0.00,0.00,98.99
2020-06-27 06:14:57,2,1.01,0.00,0.00,0.00,0.00,98.99
2020-06-27 06:14:57,3,17.00,0.00,2.00,0.00,0.00,81.00
2020-06-27 06:14:57,4,1.00,0.00,0.00,0.00,0.00,99.00
2020-06-27 06:14:57,5,2.02,0.00,0.00,0.00,0.00,97.98
2020-06-27 06:14:57,6,1.00,0.00,0.00,0.00,0.00,99.00
2020-06-27 06:14:57,7,1.00,0.00,0.00,0.00,0.00,99.00
2020-06-27 06:14:58,0,3.00,0.00,1.00,1.00,0.00,95.00
2020-06-27 06:14:58,1,1.00,0.00,0.00,0.00,0.00,99.00
2020-06-27 06:14:58,2,0.99,0.00,0.99,0.00,0.00,98.02
2020-06-27 06:14:58,3,1.01,0.00,0.00,0.00,0.00,98.99
2020-06-27 06:14:58,4,2.02,0.00,2.02,0.00,0.00,95.96
2020-06-27 06:14:58,5,1.00,0.00,1.00,0.00,0.00,98.00
2020-06-27 06:14:58,6,0.00,0.00,1.01,0.00,0.00,98.99
2020-06-27 06:14:58,7,1.01,0.00,1.01,0.00,0.00,97.98
2020-06-27 06:14:59,0,2.02,0.00,1.01,0.00,0.00,96.97
2020-06-27 06:14:59,1,0.00,0.00,1.01,0.00,0.00,98.99
2020-06-27 06:14:59,2,1.02,0.00,0.00,0.00,0.00,98.98
2020-06-27 06:14:59,3,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:14:59,4,0.00,0.00,2.00,0.00,0.00,98.00
2020-06-27 06:14:59,5,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:14:59,6,1.01,0.00,0.00,0.00,0.00,98.99
2020-06-27 06:14:59,7,1.01,0.00,0.00,0.00,0.00,98.99
2020-06-27 06:15:00,0,1.00,0.00,0.00,0.00,0.00,99.00
2020-06-27 06:15:00,1,0.99,0.00,0.99,0.00,0.00,98.02
2020-06-27 06:15:00,2,1.01,0.00,0.00,0.00,0.00,98.99
2020-06-27 06:15:00,3,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:00,4,1.00,0.00,0.00,0.00,0.00,99.00
2020-06-27 06:15:00,5,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:00,6,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:00,7,1.01,0.00,0.00,0.00,0.00,98.99
2020-06-27 06:15:01,0,2.02,0.00,0.00,0.00,0.00,97.98
2020-06-27 06:15:01,1,1.01,0.00,0.00,0.00,0.00,98.99
2020-06-27 06:15:01,2,0.99,0.00,0.99,0.00,0.00,98.02
2020-06-27 06:15:01,3,1.01,0.00,0.00,0.00,0.00,98.99
2020-06-27 06:15:01,4,1.00,0.00,1.00,0.00,0.00,98.00
2020-06-27 06:15:01,5,1.01,0.00,0.00,0.00,0.00,98.99
2020-06-27 06:15:01,6,1.00,0.00,1.00,0.00,0.00,98.00
2020-06-27 06:15:01,7,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:02,0,0.00,0.00,1.00,1.00,0.00,98.00
2020-06-27 06:15:02,1,1.00,0.00,1.00,0.00,0.00,98.00
2020-06-27 06:15:02,2,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:02,3,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:02,4,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:02,5,1.00,0.00,0.00,0.00,0.00,99.00
2020-06-27 06:15:02,6,1.00,0.00,0.00,0.00,0.00,99.00
2020-06-27 06:15:02,7,0.00,0.00,1.00,0.00,0.00,99.00
2020-06-27 06:15:03,0,0.00,0.00,0.00,1.00,0.00,99.00
2020-06-27 06:15:03,1,0.99,0.00,0.99,0.00,0.00,98.02
2020-06-27 06:15:03,2,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:03,3,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:03,4,1.00,0.00,0.00,0.00,0.00,99.00
2020-06-27 06:15:03,5,0.99,0.00,0.99,0.00,0.00,98.02
2020-06-27 06:15:03,6,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:03,7,0.00,0.00,0.00,0.99,0.00,99.01
2020-06-27 06:15:04,0,2.00,0.00,0.00,0.00,0.00,98.00
2020-06-27 06:15:04,1,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:04,2,2.00,0.00,0.00,0.00,0.00,98.00
2020-06-27 06:15:04,3,0.99,0.00,0.99,0.00,0.00,98.02
2020-06-27 06:15:04,4,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:04,5,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:04,6,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:04,7,1.01,0.00,0.00,0.00,0.00,98.99
2020-06-27 06:15:05,0,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:05,1,1.00,0.00,1.00,0.00,0.00,98.00
2020-06-27 06:15:05,2,1.01,0.00,0.00,0.00,0.00,98.99
2020-06-27 06:15:05,3,1.01,0.00,0.00,0.00,0.00,98.99
2020-06-27 06:15:05,4,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:05,5,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:05,6,0.99,0.00,0.99,0.00,0.00,98.02
2020-06-27 06:15:05,7,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:06,0,1.00,0.00,0.00,0.00,0.00,99.00
2020-06-27 06:15:06,1,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:06,2,1.00,0.00,0.00,0.00,0.00,99.00
2020-06-27 06:15:06,3,1.00,0.00,0.00,0.00,0.00,99.00
2020-06-27 06:15:06,4,0.00,0.00,1.00,0.00,0.00,99.00
2020-06-27 06:15:06,5,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:06,6,1.00,0.00,0.00,0.00,0.00,99.00
2020-06-27 06:15:06,7,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:07,0,1.00,0.00,0.00,0.00,0.00,99.00
2020-06-27 06:15:07,1,0.99,0.00,0.99,0.00,0.00,98.02
2020-06-27 06:15:07,2,1.00,0.00,1.00,0.00,0.00,98.00
2020-06-27 06:15:07,3,1.00,0.00,1.00,1.00,0.00,97.00
2020-06-27 06:15:07,4,0.99,0.00,0.00,0.00,0.00,99.01
2020-06-27 06:15:07,5,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:07,6,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:07,7,1.00,0.00,0.00,0.00,0.00,99.00
2020-06-27 06:15:08,0,0.00,0.00,1.00,0.00,0.00,99.00
2020-06-27 06:15:08,1,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:08,2,1.00,0.00,0.00,0.00,0.00,99.00
2020-06-27 06:15:08,3,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:08,4,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:08,5,1.00,0.00,0.00,0.00,0.00,99.00
2020-06-27 06:15:08,6,1.98,0.00,0.00,0.00,0.00,98.02
2020-06-27 06:15:08,7,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:09,0,2.02,0.00,0.00,0.00,0.00,97.98
2020-06-27 06:15:09,1,0.00,0.00,0.99,0.00,0.00,99.01
2020-06-27 06:15:09,2,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:09,3,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:09,4,0.00,0.00,1.00,0.00,0.00,99.00
2020-06-27 06:15:09,5,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:09,6,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:09,7,1.00,0.00,0.00,0.00,0.00,99.00
2020-06-27 06:15:10,0,1.01,0.00,0.00,0.00,0.00,98.99
2020-06-27 06:15:10,1,1.01,0.00,0.00,0.00,0.00,98.99
2020-06-27 06:15:10,2,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:10,3,1.00,0.00,0.00,0.00,0.00,99.00
2020-06-27 06:15:10,4,1.01,0.00,0.00,0.00,0.00,98.99
2020-06-27 06:15:10,5,3.00,0.00,0.00,0.00,0.00,97.00
2020-06-27 06:15:10,6,0.00,0.00,0.00,0.00,0.00,100.00
2020-06-27 06:15:10,7,1.01,0.00,0.00,0.00,0.00,98.99
2020-06-27 06:15:11,0,4.04,0.00,2.02,0.00,0.00,93.94
2020-06-27 06:15:11,1,2.02,0.00,6.06,0.00,0.00,91.92
2020-06-27 06:15:11,2,3.92,0.00,2.94,0.00,0.00,93.14
2020-06-27 06:15:11,3,7.14,0.00,6.12,0.00,0.00,86.73
2020-06-27 06:15:11,4,3.06,0.00,0.00,0.00,0.00,96.94
2020-06-27 06:15:11,5,5.05,0.00,1.01,0.00,0.00,93.94
2020-06-27 06:15:11,6,1.02,0.00,4.08,0.00,0.00,94.90
2020-06-27 06:15:11,7,3.00,0.00,5.00,0.00,0.00,92.00
2020-06-27 06:15:12,0,8.16,0.00,7.14,0.00,0.00,84.69
2020-06-27 06:15:12,1,3.03,0.00,5.05,0.00,0.00,91.92
2020-06-27 06:15:12,2,2.06,0.00,1.03,0.00,0.00,96.91
2020-06-27 06:15:12,3,3.00,0.00,1.00,0.00,0.00,96.00
2020-06-27 06:15:12,4,2.00,0.00,1.00,0.00,0.00,97.00
2020-06-27 06:15:12,5,4.00,0.00,2.00,0.00,0.00,94.00
2020-06-27 06:15:12,6,2.11,0.00,5.26,0.00,0.00,92.63
2020-06-27 06:15:12,7,13.00,0.00,13.00,0.00,0.00,74.00
2020-06-27 06:15:13,0,1.01,0.00,1.01,0.00,0.00,97.98
2020-06-27 06:15:13,1,6.12,0.00,5.10,1.02,0.00,87.76
2020-06-27 06:15:13,2,5.00,0.00,3.00,0.00,0.00,92.00
2020-06-27 06:15:13,3,2.04,0.00,0.00,0.00,0.00,97.96
2020-06-27 06:15:13,4,7.07,0.00,5.05,0.00,0.00,87.88
2020-06-27 06:15:13,5,3.03,0.00,0.00,0.00,0.00,96.97
2020-06-27 06:15:13,6,1.02,0.00,6.12,0.00,0.00,92.86
2020-06-27 06:15:13,7,11.11,0.00,11.11,0.00,0.00,77.78
2020-06-27 06:15:14,0,1.03,0.00,0.00,0.00,0.00,98.97
2020-06-27 06:15:14,1,3.06,0.00,1.02,0.00,0.00,95.92
2020-06-27 06:15:14,2,1.01,0.00,1.01,0.00,0.00,97.98
2020-06-27 06:15:14,3,5.00,0.00,1.00,0.00,0.00,94.00
2020-06-27 06:15:14,4,4.00,0.00,5.00,0.00,0.00,91.00
2020-06-27 06:15:14,5,9.09,0.00,7.07,0.00,0.00,83.84
2020-06-27 06:15:14,6,1.04,0.00,5.21,0.00,0.00,93.75
2020-06-27 06:15:14,7,11.00,0.00,13.00,0.00,0.00,76.00
2020-06-27 06:15:15,0,3.06,0.00,3.06,0.00,0.00,93.88
2020-06-27 06:15:15,1,2.00,0.00,1.00,0.00,0.00,97.00
2020-06-27 06:15:15,2,6.12,0.00,2.04,0.00,0.00,91.84
2020-06-27 06:15:15,3,2.02,0.00,1.01,0.00,0.00,96.97
2020-06-27 06:15:15,4,4.00,0.00,0.00,0.00,0.00,96.00
2020-06-27 06:15:15,5,2.02,0.00,0.00,0.00,0.00,97.98
2020-06-27 06:15:15,6,0.00,0.00,6.19,0.00,0.00,93.81
2020-06-27 06:15:15,7,17.35,0.00,18.37,0.00,0.00,64.29
2020-06-27 06:15:16,0,7.07,0.00,7.07,0.00,0.00,85.86
2020-06-27 06:15:16,1,3.06,0.00,4.08,0.00,0.00,92.86
2020-06-27 06:15:16,2,5.10,0.00,3.06,0.00,0.00,91.84
2020-06-27 06:15:16,3,4.04,0.00,0.00,0.00,0.00,95.96
2020-06-27 06:15:16,4,4.00,0.00,1.00,0.00,0.00,95.00
2020-06-27 06:15:16,5,1.00,0.00,1.00,0.00,0.00,98.00
2020-06-27 06:15:16,6,2.06,0.00,6.19,0.00,0.00,91.75
2020-06-27 06:15:16,7,10.31,0.00,10.31,0.00,0.00,79.38
2020-06-27 06:15:17,0,12.24,0.00,8.16,0.00,0.00,79.59
2020-06-27 06:15:17,1,3.03,0.00,5.05,0.00,0.00,91.92
2020-06-27 06:15:17,2,5.05,0.00,4.04,0.00,0.00,90.91
2020-06-27 06:15:17,3,1.01,0.00,1.01,0.00,0.00,97.98
2020-06-27 06:15:17,4,4.12,0.00,0.00,0.00,0.00,95.88
2020-06-27 06:15:17,5,4.00,0.00,1.00,0.00,0.00,95.00
2020-06-27 06:15:17,6,1.03,0.00,6.19,0.00,0.00,92.78
