Time,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
2020-06-27 06:11:31,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:11:31,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:11:32,enp0s31f6,11615.00,3.00,16197.87,0.27,0.00,0.00,1.00,13.27
2020-06-27 06:11:32,lo,1728.00,1728.00,55487.88,55487.88,0.00,0.00,0.00,0.00
2020-06-27 06:11:32,wlp3s0,1.00,1.00,0.13,0.19,0.00,0.00,0.00,0.00
2020-06-27 06:11:33,enp0s31f6,11628.00,3.00,16219.33,0.28,0.00,0.00,0.00,13.29
2020-06-27 06:11:33,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:11:33,wlp3s0,0.00,1.00,0.00,0.19,0.00,0.00,0.00,0.00
2020-06-27 06:11:34,enp0s31f6,11622.00,7.00,16206.77,1.29,0.00,0.00,1.00,13.28
2020-06-27 06:11:34,lo,1732.00,1732.00,55488.24,55488.24,0.00,0.00,0.00,0.00
2020-06-27 06:11:34,wlp3s0,4.00,5.00,0.41,0.61,0.00,0.00,0.00,0.00
2020-06-27 06:11:35,enp0s31f6,11620.00,3.00,16206.68,0.28,0.00,0.00,0.00,13.28
2020-06-27 06:11:35,lo,2112.00,2112.00,67818.52,67818.52,0.00,0.00,0.00,0.00
2020-06-27 06:11:35,wlp3s0,1.00,1.00,0.13,0.19,0.00,0.00,0.00,0.00
2020-06-27 06:11:36,enp0s31f6,11621.00,5.00,16206.77,0.78,0.00,0.00,1.00,13.28
2020-06-27 06:11:36,lo,1922.00,1922.00,61653.38,61653.38,0.00,0.00,0.00,0.00
2020-06-27 06:11:36,wlp3s0,0.00,1.00,0.00,0.19,0.00,0.00,0.00,0.00
2020-06-27 06:11:37,enp0s31f6,11621.00,4.00,16206.77,0.38,0.00,0.00,1.00,13.28
2020-06-27 06:11:37,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:11:37,wlp3s0,1.00,1.00,0.05,0.09,0.00,0.00,0.00,0.00
2020-06-27 06:11:38,enp0s31f6,11621.00,3.00,16206.74,0.24,0.00,0.00,0.00,13.28
2020-06-27 06:11:38,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:11:38,wlp3s0,1.00,1.00,0.13,0.19,0.00,0.00,0.00,0.00
2020-06-27 06:11:39,enp0s31f6,11621.00,4.00,16206.77,0.38,0.00,0.00,1.00,13.28
2020-06-27 06:11:39,lo,1728.00,1728.00,55487.88,55487.88,0.00,0.00,0.00,0.00
2020-06-27 06:11:39,wlp3s0,0.00,1.00,0.00,0.19,0.00,0.00,0.00,0.00
2020-06-27 06:11:40,enp0s31f6,11622.00,2.00,16209.64,0.18,0.00,0.00,0.00,13.28
2020-06-27 06:11:40,lo,2112.00,2112.00,67818.52,67818.52,0.00,0.00,0.00,0.00
2020-06-27 06:11:40,wlp3s0,1.00,1.00,0.06,0.09,0.00,0.00,0.00,0.00
2020-06-27 06:11:41,enp0s31f6,11628.00,4.00,16216.46,0.38,0.00,0.00,1.00,13.28
2020-06-27 06:11:41,lo,1536.00,1536.00,49322.56,49322.56,0.00,0.00,0.00,0.00
2020-06-27 06:11:41,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:11:42,enp0s31f6,11613.00,8.00,16194.20,1.39,0.00,0.00,2.00,13.27
2020-06-27 06:11:42,lo,2116.00,2116.00,67818.88,67818.88,0.00,0.00,0.00,0.00
2020-06-27 06:11:42,wlp3s0,2.00,3.00,0.19,0.46,0.00,0.00,0.00,0.00
2020-06-27 06:11:43,enp0s31f6,11623.00,4.00,16209.73,0.38,0.00,0.00,1.00,13.28
2020-06-27 06:11:43,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:11:43,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:11:44,enp0s31f6,11625.00,5.00,16212.70,0.78,0.00,0.00,1.00,13.28
2020-06-27 06:11:44,lo,1922.00,1922.00,61653.38,61653.38,0.00,0.00,0.00,0.00
2020-06-27 06:11:44,wlp3s0,1.00,1.00,0.13,0.19,0.00,0.00,0.00,0.00
2020-06-27 06:11:45,enp0s31f6,11624.00,4.00,16210.53,0.38,0.00,0.00,1.00,13.28
2020-06-27 06:11:45,lo,1728.00,1728.00,55487.88,55487.88,0.00,0.00,0.00,0.00
2020-06-27 06:11:45,wlp3s0,0.00,1.00,0.00,0.19,0.00,0.00,0.00,0.00
2020-06-27 06:11:46,enp0s31f6,11613.00,3.00,16195.60,0.27,0.00,0.00,1.00,13.27
2020-06-27 06:11:46,lo,1836.00,1836.00,58955.71,58955.71,0.00,0.00,0.00,0.00
2020-06-27 06:11:46,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:11:47,enp0s31f6,11629.00,4.00,16217.94,0.38,0.00,0.00,1.00,13.29
2020-06-27 06:11:47,lo,2004.00,2004.00,64350.70,64350.70,0.00,0.00,0.00,0.00
2020-06-27 06:11:47,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:11:48,enp0s31f6,11620.00,2.00,16206.68,0.18,0.00,0.00,0.00,13.28
2020-06-27 06:11:48,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:11:48,wlp3s0,1.00,2.00,0.13,0.39,0.00,0.00,0.00,0.00
2020-06-27 06:11:49,enp0s31f6,11622.00,5.00,16206.86,0.48,0.00,0.00,2.00,13.28
2020-06-27 06:11:49,lo,1876.00,1876.00,60240.08,60240.08,0.00,0.00,0.00,0.00
2020-06-27 06:11:49,wlp3s0,2.00,1.00,0.15,0.12,0.00,0.00,0.00,0.00
2020-06-27 06:11:50,enp0s31f6,11620.00,6.00,16206.68,1.19,0.00,0.00,0.00,13.28
2020-06-27 06:11:50,lo,1968.00,1968.00,63066.68,63066.68,0.00,0.00,0.00,0.00
2020-06-27 06:11:50,wlp3s0,2.00,1.00,0.16,0.13,0.00,0.00,0.00,0.00
2020-06-27 06:11:51,enp0s31f6,11621.00,4.00,16206.77,0.38,0.00,0.00,1.00,13.28
2020-06-27 06:11:51,lo,1728.00,1728.00,55487.88,55487.88,0.00,0.00,0.00,0.00
2020-06-27 06:11:51,wlp3s0,2.00,3.00,0.22,0.50,0.00,0.00,0.00,0.00
2020-06-27 06:11:52,enp0s31f6,11621.00,5.00,16206.77,0.78,0.00,0.00,1.00,13.28
2020-06-27 06:11:52,lo,1922.00,1922.00,61653.38,61653.38,0.00,0.00,0.00,0.00
2020-06-27 06:11:52,wlp3s0,1.00,1.00,0.09,0.12,0.00,0.00,0.00,0.00
2020-06-27 06:11:53,enp0s31f6,11621.00,4.00,16206.77,0.38,0.00,0.00,1.00,13.28
2020-06-27 06:11:53,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:11:53,wlp3s0,1.00,1.00,0.09,0.12,0.00,0.00,0.00,0.00
2020-06-27 06:11:54,enp0s31f6,11629.00,2.00,16219.33,0.18,0.00,0.00,0.00,13.29
2020-06-27 06:11:54,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:11:54,wlp3s0,5.00,7.00,0.48,0.96,0.00,0.00,0.00,0.00
2020-06-27 06:11:55,enp0s31f6,11621.00,4.00,16206.77,0.38,0.00,0.00,1.00,13.28
2020-06-27 06:11:55,lo,1728.00,1728.00,55487.88,55487.88,0.00,0.00,0.00,0.00
2020-06-27 06:11:55,wlp3s0,1.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:11:56,enp0s31f6,11622.00,4.00,16206.86,0.37,0.00,0.00,2.00,13.28
2020-06-27 06:11:56,lo,1728.00,1728.00,55487.88,55487.88,0.00,0.00,0.00,0.00
2020-06-27 06:11:56,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:11:57,enp0s31f6,11622.00,5.00,16206.86,0.48,0.00,0.00,2.00,13.28
2020-06-27 06:11:57,lo,2112.00,2112.00,67818.52,67818.52,0.00,0.00,0.00,0.00
2020-06-27 06:11:57,wlp3s0,3.00,4.00,0.28,0.59,0.00,0.00,0.00,0.00
2020-06-27 06:11:58,enp0s31f6,11622.00,9.00,16206.86,1.62,0.00,0.00,2.00,13.28
2020-06-27 06:11:58,lo,1924.00,1924.00,61653.56,61653.56,0.00,0.00,0.00,0.00
2020-06-27 06:11:58,wlp3s0,0.00,2.00,0.00,0.50,0.00,0.00,0.00,0.00
2020-06-27 06:11:59,enp0s31f6,11613.00,3.00,16196.99,0.28,0.00,0.00,0.00,13.27
2020-06-27 06:11:59,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:11:59,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:12:00,enp0s31f6,11631.00,8.00,16216.72,1.07,0.00,0.00,4.00,13.28
2020-06-27 06:12:00,lo,1922.00,1922.00,61653.38,61653.38,0.00,0.00,0.00,0.00
2020-06-27 06:12:00,wlp3s0,7.00,8.00,0.73,1.06,0.00,0.00,0.00,0.00
2020-06-27 06:12:01,enp0s31f6,11621.00,4.00,16206.77,0.38,0.00,0.00,1.00,13.28
2020-06-27 06:12:01,lo,1728.00,1728.00,55487.88,55487.88,0.00,0.00,0.00,0.00
2020-06-27 06:12:01,wlp3s0,3.00,3.00,0.19,0.28,0.00,0.00,0.00,0.00
2020-06-27 06:12:02,enp0s31f6,11621.00,3.00,16206.77,0.27,0.00,0.00,1.00,13.28
2020-06-27 06:12:02,lo,2112.00,2112.00,67818.52,67818.52,0.00,0.00,0.00,0.00
2020-06-27 06:12:02,wlp3s0,1.00,1.00,0.08,0.11,0.00,0.00,0.00,0.00
2020-06-27 06:12:03,enp0s31f6,11622.00,5.00,16206.86,0.48,0.00,0.00,2.00,13.28
2020-06-27 06:12:03,lo,1885.00,1885.00,60529.07,60529.07,0.00,0.00,0.00,0.00
2020-06-27 06:12:03,wlp3s0,1.00,2.00,0.13,0.39,0.00,0.00,0.00,0.00
2020-06-27 06:12:04,enp0s31f6,11620.00,2.00,16206.68,0.18,0.00,0.00,0.00,13.28
2020-06-27 06:12:04,lo,1955.00,1955.00,62777.34,62777.34,0.00,0.00,0.00,0.00
2020-06-27 06:12:04,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:12:05,enp0s31f6,11625.00,4.00,16212.70,0.38,0.00,0.00,1.00,13.28
2020-06-27 06:12:05,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:12:05,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:12:06,enp0s31f6,11623.00,7.00,16209.73,1.29,0.00,0.00,1.00,13.28
2020-06-27 06:12:06,lo,1924.00,1924.00,61653.56,61653.56,0.00,0.00,0.00,0.00
2020-06-27 06:12:06,wlp3s0,1.00,2.00,0.13,0.39,0.00,0.00,0.00,0.00
2020-06-27 06:12:07,enp0s31f6,11623.00,3.00,16210.44,0.28,0.00,0.00,0.00,13.28
2020-06-27 06:12:07,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:12:07,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:12:08,enp0s31f6,11621.00,5.00,16206.77,0.78,0.00,0.00,1.00,13.28
2020-06-27 06:12:08,lo,1922.00,1922.00,61653.38,61653.38,0.00,0.00,0.00,0.00
2020-06-27 06:12:08,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:12:09,enp0s31f6,11621.00,4.00,16206.77,0.38,0.00,0.00,1.00,13.28
2020-06-27 06:12:09,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:12:09,wlp3s0,1.00,2.00,0.13,0.39,0.00,0.00,0.00,0.00
2020-06-27 06:12:10,enp0s31f6,11621.00,3.00,16206.77,0.27,0.00,0.00,1.00,13.28
2020-06-27 06:12:10,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:12:10,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:12:11,enp0s31f6,11621.00,4.00,16206.77,0.38,0.00,0.00,1.00,13.28
2020-06-27 06:12:11,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:12:11,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:12:12,enp0s31f6,11621.00,3.00,16206.74,0.24,0.00,0.00,0.00,13.28
2020-06-27 06:12:12,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:12:12,wlp3s0,1.00,2.00,0.13,0.39,0.00,0.00,0.00,0.00
2020-06-27 06:12:13,enp0s31f6,11621.00,4.00,16206.77,0.38,0.00,0.00,1.00,13.28
2020-06-27 06:12:13,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:12:13,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:12:14,enp0s31f6,11621.00,7.00,16206.77,1.29,0.00,0.00,1.00,13.28
2020-06-27 06:12:14,lo,1732.00,1732.00,55488.24,55488.24,0.00,0.00,0.00,0.00
2020-06-27 06:12:14,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:12:15,enp0s31f6,11621.00,4.00,16206.77,0.38,0.00,0.00,1.00,13.28
2020-06-27 06:12:15,lo,2112.00,2112.00,67818.52,67818.52,0.00,0.00,0.00,0.00
2020-06-27 06:12:15,wlp3s0,1.00,2.00,0.13,0.39,0.00,0.00,0.00,0.00
2020-06-27 06:12:16,enp0s31f6,11621.00,5.00,16206.77,0.78,0.00,0.00,1.00,13.28
2020-06-27 06:12:16,lo,1922.00,1922.00,61653.38,61653.38,0.00,0.00,0.00,0.00
2020-06-27 06:12:16,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:12:17,enp0s31f6,11621.00,4.00,16206.77,0.38,0.00,0.00,1.00,13.28
2020-06-27 06:12:17,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:12:17,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:12:18,enp0s31f6,11620.00,2.00,16206.68,0.18,0.00,0.00,0.00,13.28
2020-06-27 06:12:18,lo,1728.00,1728.00,55487.88,55487.88,0.00,0.00,0.00,0.00
2020-06-27 06:12:18,wlp3s0,1.00,2.00,0.13,0.39,0.00,0.00,0.00,0.00
2020-06-27 06:12:19,enp0s31f6,11622.00,5.00,16206.86,0.48,0.00,0.00,2.00,13.28
2020-06-27 06:12:19,lo,2112.00,2112.00,67818.52,67818.52,0.00,0.00,0.00,0.00
2020-06-27 06:12:19,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:12:20,enp0s31f6,11622.00,4.00,16206.86,0.37,0.00,0.00,2.00,13.28
2020-06-27 06:12:20,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:12:20,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:12:21,enp0s31f6,11625.00,3.00,16214.09,0.28,0.00,0.00,0.00,13.28
2020-06-27 06:12:21,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:12:21,wlp3s0,1.00,1.00,0.13,0.19,0.00,0.00,0.00,0.00
2020-06-27 06:12:22,enp0s31f6,11625.00,7.00,16212.01,1.29,0.00,0.00,1.00,13.28
2020-06-27 06:12:22,lo,1924.00,1924.00,61653.56,61653.56,0.00,0.00,0.00,0.00
2020-06-27 06:12:22,wlp3s0,1.00,1.00,0.73,0.19,0.00,0.00,0.00,0.00
2020-06-27 06:12:23,enp0s31f6,11621.00,4.00,16206.77,0.38,0.00,0.00,1.00,13.28
2020-06-27 06:12:23,lo,1728.00,1728.00,55487.88,55487.88,0.00,0.00,0.00,0.00
2020-06-27 06:12:23,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:12:24,enp0s31f6,11621.00,5.00,16206.77,0.78,0.00,0.00,1.00,13.28
2020-06-27 06:12:24,lo,2114.00,2114.00,67818.70,67818.70,0.00,0.00,0.00,0.00
2020-06-27 06:12:24,wlp3s0,1.00,2.00,0.13,0.39,0.00,0.00,0.00,0.00
2020-06-27 06:12:25,enp0s31f6,11621.00,4.00,16206.77,0.38,0.00,0.00,1.00,13.28
2020-06-27 06:12:25,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:12:25,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:12:26,enp0s31f6,11626.00,2.00,16215.57,0.18,0.00,0.00,0.00,13.28
2020-06-27 06:12:26,lo,1761.00,1761.00,56547.50,56547.50,0.00,0.00,0.00,0.00
2020-06-27 06:12:26,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:12:27,enp0s31f6,11500.99,4.95,16037.59,0.47,0.00,0.00,1.98,13.14
2020-06-27 06:12:27,lo,1868.32,1868.32,59993.65,59993.65,0.00,0.00,0.00,0.00
2020-06-27 06:12:27,wlp3s0,0.99,1.98,0.13,0.38,0.00,0.00,0.00,0.00
2020-06-27 06:12:28,enp0s31f6,11621.00,4.00,16206.77,0.50,0.00,0.00,1.00,13.28
2020-06-27 06:12:28,lo,1920.00,1920.00,61653.20,61653.20,0.00,0.00,0.00,0.00
2020-06-27 06:12:28,wlp3s0,0.00,2.00,0.00,0.50,0.00,0.00,0.00,0.00
2020-06-27 06:12:29,enp0s31f6,11620.00,37.00,16206.68,7.70,0.00,0.00,0.00,13.28
2020-06-27 06:12:29,lo,1353.00,1353.00,43157.99,43157.99,0.00,0.00,0.00,0.00
2020-06-27 06:12:29,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:12:30,enp0s31f6,11621.00,5.00,16206.77,0.97,0.00,0.00,1.00,13.28
2020-06-27 06:12:30,lo,4.00,4.00,0.46,0.46,0.00,0.00,0.00,0.00
2020-06-27 06:12:30,wlp3s0,1.00,1.00,0.13,0.19,0.00,0.00,0.00,0.00
2020-06-27 06:12:31,enp0s31f6,11567.00,10.00,16130.84,3.86,0.00,0.00,1.00,13.21
2020-06-27 06:12:31,lo,63.00,63.00,13.60,13.60,0.00,0.00,0.00,0.00
2020-06-27 06:12:31,wlp3s0,0.00,1.00,0.00,0.19,0.00,0.00,0.00,0.00
2020-06-27 06:12:32,enp0s31f6,11614.00,9.00,16194.29,1.31,0.00,0.00,3.00,13.27
2020-06-27 06:12:32,lo,27.00,27.00,2.65,2.65,0.00,0.00,0.00,0.00
2020-06-27 06:12:32,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:12:33,enp0s31f6,11612.00,6.00,16194.11,1.02,0.00,0.00,1.00,13.27
2020-06-27 06:12:33,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-06-27 06:12:33,wlp3s0,5.00,5.00,0.62,3.60,0.00,0.00,0.00,0.00
